Date,Open,High,Low,Close,Volume,Adj Close
2010-07-01,5885.61,5953.84,5827.25,5857.43,37447100,5857.43
2010-06-30,5972.26,6001.03,5938.20,5965.52,29491100,5965.52
2010-06-29,6061.68,6068.82,5935.35,5952.03,33993600,5952.03
2010-06-28,6097.37,6168.99,6059.83,6157.22,22344600,6157.22
2010-06-25,6116.23,6149.87,6039.56,6070.60,28816200,6070.60
2010-06-24,6232.38,6235.48,6097.01,6115.48,30445200,6115.48
2010-06-23,6219.20,6271.85,6178.84,6204.52,26377700,6204.52
2010-06-22,6254.86,6295.58,6216.39,6269.04,25040800,6269.04
2010-06-21,6320.41,6330.81,6263.41,6292.97,26997700,6292.97
2010-06-18,6223.88,6256.55,6189.71,6216.98,106356600,6216.98
2010-06-17,6181.77,6241.36,6164.99,6223.54,31423100,6223.54
2010-06-16,6203.01,6207.30,6143.18,6190.91,32408100,6190.91
2010-06-15,6089.32,6194.25,6089.32,6175.05,29784300,6175.05
2010-06-14,6113.46,6137.25,6093.38,6125.00,28207400,6125.00
2010-06-11,6082.90,6084.70,5983.27,6047.83,35919300,6047.83
2010-06-10,5959.11,6089.43,5925.06,6056.59,36840800,6056.59
2010-06-09,5895.94,5993.93,5832.97,5984.75,33300400,5984.75
2010-06-08,5916.86,5922.95,5798.76,5868.55,47791900,5868.55
2010-06-07,5876.48,5954.47,5851.93,5904.95,32367400,5904.95
2010-06-04,6081.47,6114.58,5912.90,5938.88,36808500,5938.88
2010-06-03,6075.68,6101.83,6046.38,6054.63,27857500,6054.63
2010-06-02,5923.48,5992.21,5869.35,5981.20,27324700,5981.20
2010-06-01,5943.94,6012.04,5833.61,5981.27,32624200,5981.27
2010-05-31,5933.58,5993.94,5931.20,5964.33,12898800,5964.33
2010-05-28,5962.84,5980.78,5927.31,5946.18,30768600,5946.18
2010-05-27,5802.64,5952.21,5802.36,5937.14,56115700,5937.14
2010-05-26,5735.46,5828.37,5721.02,5758.02,46121000,5758.02
2010-05-25,5659.59,5690.25,5607.68,5670.04,48243900,5670.04
2010-05-24,5858.45,5872.07,5733.57,5805.68,24457800,5805.68
2010-05-21,5835.22,5872.65,5689.18,5829.25,122848200,5829.25
2010-05-20,6023.11,6043.84,5780.73,5867.88,57232900,5867.88
2010-05-19,6091.85,6124.81,5972.17,5988.67,51424000,5988.67
2010-05-18,6144.08,6181.26,6113.87,6155.93,34243400,6155.93
2010-05-17,6029.91,6151.54,6026.32,6066.92,40514200,6066.92
2010-05-14,6226.49,6233.71,6014.78,6056.71,50055800,6056.71
2010-05-13,6240.67,6276.80,6196.89,6251.97,34774900,6251.97
2010-05-12,6026.06,6217.24,6006.31,6183.49,53109300,6183.49
2010-05-11,5922.03,6042.11,5918.14,6037.71,46839700,6037.71
2010-05-10,5814.41,6017.91,5805.98,6017.91,81524900,6017.91
2010-05-07,5790.67,5905.35,5655.18,5715.09,89479600,5715.09
2010-05-06,5919.94,6009.48,5884.39,5908.26,79638100,5908.26
2010-05-05,6021.06,6031.09,5929.35,5958.45,73549600,5958.45
2010-05-04,6176.24,6197.00,5995.43,6006.86,62448200,6006.86
2010-05-03,6122.76,6190.07,6089.93,6166.92,30275500,6166.92
2010-04-30,6155.57,6205.72,6085.62,6135.70,68821500,6135.70
2010-04-29,6110.56,6159.41,6073.37,6144.91,64846600,6144.91
2010-04-28,6141.01,6159.02,6024.01,6084.34,77665900,6084.34
2010-04-27,6332.40,6333.00,6159.51,6159.51,56206000,6159.51
2010-04-26,6317.13,6341.52,6299.58,6332.10,35338000,6332.10
2010-04-23,6192.62,6287.54,6170.39,6259.53,42665300,6259.53
2010-04-22,6229.23,6286.36,6141.07,6168.72,61398300,6168.72
2010-04-21,6280.54,6281.38,6229.18,6230.38,46312400,6230.38
2010-04-20,6193.50,6267.54,6172.57,6264.23,42345100,6264.23
2010-04-19,6158.60,6190.86,6140.38,6162.44,38311800,6162.44
2010-04-16,6264.65,6305.40,6162.84,6180.90,80519400,6180.90
2010-04-15,6286.63,6310.76,6249.74,6291.45,31402600,6291.45
2010-04-14,6269.48,6305.15,6249.92,6278.40,33812600,6278.40
2010-04-13,6236.28,6251.46,6199.71,6230.83,28970000,6230.83
2010-04-12,6283.81,6285.03,6223.78,6250.69,24311600,6250.69
2010-04-09,6226.26,6254.49,6216.60,6249.70,30543800,6249.70
2010-04-08,6199.94,6207.14,6138.02,6171.83,30684300,6171.83
2010-04-07,6248.37,6256.40,6208.52,6222.41,28689600,6222.41
2010-04-06,6250.01,6265.32,6214.18,6252.21,29445700,6252.21
2010-04-05,6235.56,6235.56,6235.56,6235.56,000,6235.56
2010-04-01,6189.38,6238.57,6186.59,6235.56,29546500,6235.56
2010-03-31,6139.40,6162.18,6108.23,6153.55,34364600,6153.55
2010-03-30,6187.64,6203.50,6135.51,6142.45,31262900,6142.45
2010-03-29,6150.17,6172.85,6128.21,6156.85,25749600,6156.85
2010-03-26,6125.87,6135.95,6105.67,6120.05,34200900,6120.05
2010-03-25,6043.84,6139.50,6038.05,6132.95,36091500,6132.95
2010-03-24,6038.00,6044.64,5964.76,6039.00,33523800,6039.00
2010-03-23,5987.09,6030.94,5981.35,6017.27,29921800,6017.27
2010-03-22,5960.85,5987.50,5910.85,5987.50,28205900,5987.50
2010-03-19,6031.73,6041.95,5956.65,5982.43,90135600,5982.43
2010-03-18,6005.29,6039.39,5995.68,6012.31,29637800,6012.31
2010-03-17,5999.31,6035.95,5991.21,6024.28,33973300,6024.28
2010-03-16,5935.19,5991.11,5930.34,5970.99,26636800,5970.99
2010-03-15,5933.63,5953.19,5898.22,5903.56,22773300,5903.56
2010-03-12,5944.57,5989.88,5934.15,5945.11,32115200,5945.11
2010-03-11,5913.17,5954.55,5906.84,5928.63,26188100,5928.63
2010-03-10,5882.76,5951.93,5874.75,5936.72,27233400,5936.72
2010-03-09,5872.57,5900.16,5838.17,5885.89,24946200,5885.89
2010-03-08,5891.74,5894.19,5865.44,5875.91,25009000,5875.91
2010-03-05,5816.19,5880.25,5808.36,5877.36,31100200,5877.36
2010-03-04,5773.86,5823.11,5767.65,5795.32,27443200,5795.32
2010-03-03,5759.22,5828.80,5750.30,5817.88,29965900,5817.88
2010-03-02,5728.28,5780.14,5709.74,5776.56,28856200,5776.56
2010-03-01,5652.85,5717.72,5641.18,5713.51,28803000,5713.51
2010-02-26,5588.99,5605.10,5530.19,5598.46,32942100,5598.46
2010-02-25,5562.70,5655.75,5518.27,5532.33,38160100,5532.33
2010-02-24,5622.31,5639.71,5572.25,5615.51,30482300,5615.51
2010-02-23,5715.63,5732.14,5584.47,5604.07,33399600,5604.07
2010-02-22,5741.00,5743.89,5683.61,5688.44,23709800,5688.44
2010-02-19,5627.26,5729.58,5626.57,5722.05,37978900,5722.05
2010-02-18,5645.63,5691.60,5626.08,5680.41,34666100,5680.41
2010-02-17,5640.17,5682.36,5634.98,5648.34,32105200,5648.34
2010-02-16,5573.07,5592.12,5498.07,5592.12,27671800,5592.12
2010-02-15,5525.74,5547.14,5502.49,5511.10,14732800,5511.10
2010-02-12,5550.45,5565.43,5460.05,5500.39,30096300,5500.39
2010-02-11,5562.83,5580.77,5454.07,5503.93,32636900,5503.93
2010-02-10,5533.71,5592.27,5505.37,5536.37,33831200,5536.37
2010-02-09,5485.31,5537.97,5461.51,5498.26,34406000,5498.26
2010-02-08,5476.47,5505.06,5434.40,5484.85,34475500,5484.85
2010-02-05,5515.69,5527.00,5433.02,5434.34,56173500,5434.34
2010-02-04,5671.17,5696.94,5522.57,5533.24,43787300,5533.24
2010-02-03,5715.16,5733.71,5656.90,5672.09,35285100,5672.09
2010-02-02,5664.25,5723.20,5624.61,5709.66,31530300,5709.66
2010-02-01,5587.50,5674.21,5567.72,5654.48,30622000,5654.48
2010-01-29,5566.03,5657.87,5556.19,5608.79,41892900,5608.79
2010-01-28,5687.10,5718.81,5540.33,5540.33,44525700,5540.33
2010-01-27,5643.52,5673.73,5589.01,5643.20,38209400,5643.20
2010-01-26,5593.94,5675.96,5574.46,5668.93,42243000,5668.93
2010-01-25,5662.85,5693.86,5624.58,5631.37,33562000,5631.37
2010-01-22,5735.68,5740.87,5639.49,5695.32,47739600,5695.32
2010-01-21,5878.24,5908.85,5742.45,5746.97,39063300,5746.97
2010-01-20,5963.71,5972.77,5832.09,5851.53,32339400,5851.53
2010-01-19,5905.33,5988.80,5849.67,5976.48,29504500,5976.48
2010-01-18,5897.63,5922.93,5877.65,5918.55,20918000,5918.55
2010-01-15,5996.56,6025.36,5866.84,5875.97,46886700,5875.97
2010-01-14,5999.08,6009.91,5951.69,5988.88,33479000,5988.88
2010-01-13,5937.17,5974.44,5925.24,5963.14,30161300,5963.14
2010-01-12,6039.39,6055.56,5924.72,5943.00,35242500,5943.00
2010-01-11,6057.93,6094.26,6031.14,6040.50,27162500,6040.50
2010-01-08,6028.62,6053.04,5972.24,6037.61,31735200,6037.61
2010-01-07,6016.80,6037.57,5961.25,6019.36,30059600,6019.36
2010-01-06,6032.39,6047.57,5997.09,6034.33,24605300,6034.33
2010-01-05,6043.94,6058.02,6015.67,6031.86,27329600,6031.86
2010-01-04,5975.52,6048.30,5974.43,6048.30,24260800,6048.30
2009-12-30,6002.29,6008.75,5949.45,5957.43,9467800,5957.43
2009-12-29,6010.92,6026.69,6001.22,6011.55,13021500,6011.55
2009-12-28,5977.99,6011.28,5977.99,6002.92,11077100,6002.92
2009-12-23,5966.11,5988.28,5935.14,5957.44,15732300,5957.44
2009-12-22,5939.20,5981.98,5929.67,5945.69,20790700,5945.69
2009-12-21,5841.81,5936.27,5841.69,5930.53,24620500,5930.53
2009-12-18,5846.97,5900.62,5829.64,5831.21,74691800,5831.21
2009-12-17,5884.16,5891.37,5833.90,5844.44,29334400,5844.44
2009-12-16,5812.88,5903.43,5812.19,5903.43,34178500,5903.43
2009-12-15,5815.83,5828.24,5752.21,5811.34,24764000,5811.34
2009-12-14,5803.20,5827.25,5778.83,5802.26,23530900,5802.26
2009-12-11,5714.43,5793.07,5714.43,5756.29,27790100,5756.29
2009-12-10,5646.65,5741.80,5636.96,5709.02,22981500,5709.02
2009-12-09,5673.20,5712.19,5605.43,5647.84,26700900,5647.84
2009-12-08,5764.30,5809.80,5659.40,5688.58,29652400,5688.58
2009-12-07,5812.11,5812.69,5743.17,5784.75,22623200,5784.75
2009-12-04,5752.86,5859.34,5724.27,5817.65,31793400,5817.65
2009-12-03,5805.14,5852.87,5754.98,5770.35,32752200,5770.35
2009-12-02,5771.50,5813.23,5752.26,5781.68,30434200,5781.68
2009-12-01,5653.88,5776.61,5653.08,5776.61,31732000,5776.61
2009-11-30,5691.84,5718.34,5607.82,5625.95,32196800,5625.95
2009-11-27,5580.52,5718.53,5519.48,5685.61,32389800,5685.61
2009-11-26,5785.09,5785.12,5596.98,5614.17,33803100,5614.17
2009-11-25,5794.66,5825.69,5753.86,5803.02,25126300,5803.02
2009-11-24,5762.57,5814.18,5745.57,5769.31,25722300,5769.31
2009-11-23,5689.38,5823.18,5689.38,5801.48,23212100,5801.48
2009-11-20,5724.93,5744.53,5638.33,5663.15,37529200,5663.15
2009-11-19,5783.91,5791.83,5688.64,5702.18,25255700,5702.18
2009-11-18,5793.39,5843.27,5770.66,5787.61,28561500,5787.61
2009-11-17,5788.46,5802.32,5760.53,5778.43,24417600,5778.43
2009-11-16,5717.46,5812.84,5717.46,5804.82,30974400,5804.82
2009-11-13,5661.82,5700.51,5615.68,5686.83,23373200,5686.83
2009-11-12,5657.90,5726.38,5632.77,5663.96,27014900,5663.96
2009-11-11,5633.09,5705.89,5633.09,5668.35,26517200,5668.35
2009-11-10,5627.16,5650.88,5602.55,5613.20,25141700,5613.20
2009-11-09,5514.34,5626.15,5514.34,5619.72,26023700,5619.72
2009-11-06,5464.55,5526.86,5410.54,5488.25,29006400,5488.25
2009-11-05,5404.83,5512.00,5356.13,5480.92,34137800,5480.92
2009-11-04,5378.16,5471.00,5364.92,5444.23,31275400,5444.23
2009-11-03,5412.06,5412.06,5312.64,5353.35,36175300,5353.35
2009-11-02,5410.61,5472.03,5376.63,5430.82,29600000,5430.82
2009-10-30,5593.15,5597.30,5394.80,5414.96,37016100,5414.96
2009-10-29,5491.96,5590.22,5461.55,5587.45,41226200,5587.45
2009-10-28,5639.64,5646.01,5493.59,5496.27,50470000,5496.27
2009-10-27,5652.87,5673.19,5597.63,5635.02,35608800,5635.02
2009-10-26,5764.03,5799.42,5624.10,5642.16,31113500,5642.16
2009-10-23,5787.98,5848.68,5731.69,5740.25,27025500,5740.25
2009-10-22,5805.53,5805.92,5712.82,5762.93,30967600,5762.93
2009-10-21,5827.09,5858.19,5736.85,5833.49,37291500,5833.49
2009-10-20,5856.13,5888.21,5801.44,5811.77,30890800,5811.77
2009-10-19,5761.30,5857.13,5761.30,5852.56,29384000,5852.56
2009-10-16,5845.69,5885.78,5731.05,5743.39,44943400,5743.39
2009-10-15,5853.45,5869.22,5805.90,5830.77,35968200,5830.77
2009-10-14,5756.69,5859.63,5756.65,5854.14,45128000,5854.14
2009-10-13,5777.89,5786.92,5695.16,5714.31,26792600,5714.31
2009-10-12,5727.31,5814.21,5727.31,5783.23,27102500,5783.23
2009-10-09,5701.49,5748.33,5673.69,5711.88,25213600,5711.88
2009-10-08,5679.51,5727.87,5666.79,5716.54,32363200,5716.54
2009-10-07,5650.25,5690.92,5626.38,5640.75,26751200,5640.75
2009-10-06,5518.69,5662.01,5518.69,5657.64,34041100,5657.64
2009-10-05,5477.81,5511.64,5440.23,5508.85,25126700,5508.85
2009-10-02,5532.65,5536.63,5442.32,5467.90,37569300,5467.90
2009-10-01,5681.88,5726.97,5554.25,5554.55,32326700,5554.55
2009-09-30,5728.48,5744.59,5619.48,5675.16,37489600,5675.16
2009-09-29,5736.79,5756.26,5690.19,5713.52,30271200,5713.52
2009-09-28,5595.36,5736.31,5554.53,5736.31,34622600,5736.31
2009-09-25,5615.79,5620.13,5559.47,5581.41,26511700,5581.41
2009-09-24,5684.49,5741.54,5586.23,5605.21,31832400,5605.21
2009-09-23,5705.88,5754.04,5672.08,5702.05,25850700,5702.05
2009-09-22,5686.84,5752.70,5686.84,5709.38,24712900,5709.38
2009-09-21,5698.53,5698.53,5617.80,5668.65,28144700,5668.65
2009-09-18,5711.34,5760.83,5701.04,5703.83,80596500,5703.83
2009-09-17,5722.37,5748.24,5703.22,5731.14,36632800,5731.14
2009-09-16,5640.99,5713.49,5640.94,5700.26,33861400,5700.26
2009-09-15,5637.21,5649.66,5584.53,5628.98,28593800,5628.98
2009-09-14,5599.58,5623.74,5532.30,5620.24,25630700,5620.24
2009-09-11,5601.65,5653.15,5601.65,5624.02,28638300,5624.02
2009-09-10,5596.45,5626.97,5547.37,5594.77,35105200,5594.77
2009-09-09,5463.93,5578.15,5450.40,5574.26,33252700,5574.26
2009-09-08,5474.69,5502.77,5455.38,5481.73,24068900,5481.73
2009-09-07,5400.76,5477.13,5400.76,5463.51,000,5463.51
2009-09-04,5328.59,5404.30,5320.28,5384.43,28535100,5384.43
2009-09-03,5332.50,5364.03,5278.50,5301.42,25969000,5301.42
2009-09-02,5325.94,5337.84,5263.11,5319.84,30401300,5319.84
2009-09-01,5479.35,5507.48,5327.29,5327.29,31245400,5327.29
2009-08-31,5474.62,5495.56,5437.92,5458.04,10442600,5458.04
2009-08-28,5512.17,5573.89,5502.46,5517.35,23480600,5517.35
2009-08-27,5512.90,5540.43,5432.06,5470.33,26021000,5470.33
2009-08-26,5548.77,5572.47,5500.10,5521.97,25119900,5521.97
2009-08-25,5482.99,5575.53,5472.63,5557.09,25861600,5557.09
2009-08-24,5482.60,5531.76,5481.36,5519.75,23621400,5519.75
2009-08-21,5296.01,5478.18,5286.23,5462.74,43773600,5462.74
2009-08-20,5261.66,5325.86,5261.66,5311.06,21068200,5311.06
2009-08-19,5210.47,5253.71,5158.60,5231.98,22579000,5231.98
2009-08-18,5218.09,5250.74,5200.47,5250.74,18722700,5250.74
2009-08-17,5296.33,5296.33,5173.84,5201.61,27515600,5201.61
2009-08-14,5402.99,5444.13,5289.78,5309.11,27562700,5309.11
2009-08-13,5357.77,5455.27,5357.77,5401.11,27357600,5401.11
2009-08-12,5283.41,5367.63,5252.15,5350.09,24946800,5350.09
2009-08-11,5423.16,5455.18,5272.36,5285.81,27981400,5285.81
2009-08-10,5451.79,5452.20,5390.70,5418.12,20204100,5418.12
2009-08-07,5366.38,5480.93,5312.78,5458.96,31454900,5458.96
2009-08-06,5389.58,5422.02,5340.36,5369.98,28714400,5369.98
2009-08-05,5406.38,5451.77,5333.52,5353.01,30461000,5353.01
2009-08-04,5418.83,5427.57,5360.44,5417.02,26131300,5417.02
2009-08-03,5330.87,5463.32,5309.35,5426.85,29195700,5426.85
2009-07-31,5349.14,5383.02,5303.69,5332.14,32450300,5332.14
2009-07-30,5293.55,5396.95,5251.50,5360.66,36630900,5360.66
2009-07-29,5168.89,5307.82,5159.25,5270.32,31479900,5270.32
2009-07-28,5261.90,5304.05,5174.09,5174.74,32270300,5174.74
2009-07-27,5269.15,5309.62,5216.49,5251.55,23239800,5251.55
2009-07-24,5233.85,5301.91,5202.02,5229.36,30435400,5229.36
2009-07-23,5129.22,5258.84,5101.26,5247.28,29287400,5247.28
2009-07-22,5098.84,5137.51,5050.40,5121.56,24780000,5121.56
2009-07-21,5041.19,5141.36,5027.30,5093.97,23944300,5093.97
2009-07-20,5014.50,5063.60,5007.95,5030.15,21907700,5030.15
2009-07-17,4980.01,5017.60,4960.65,4978.40,30019000,4978.40
2009-07-16,4920.77,4998.68,4904.24,4957.19,26740800,4957.19
2009-07-15,4799.25,4928.45,4798.69,4928.44,28678300,4928.44
2009-07-14,4734.20,4802.98,4705.91,4781.69,24792000,4781.69
2009-07-13,4564.94,4722.34,4524.01,4722.34,23699200,4722.34
2009-07-10,4613.12,4644.55,4570.05,4576.31,19961800,4576.31
2009-07-09,4600.17,4669.92,4596.32,4630.07,21032700,4630.07
2009-07-08,4594.87,4630.62,4558.00,4572.65,22458300,4572.65
2009-07-07,4663.37,4703.30,4590.69,4598.19,20505400,4598.19
2009-07-06,4669.66,4686.90,4611.21,4651.82,19218400,4651.82
2009-07-03,4738.00,4748.32,4685.27,4708.21,15423100,4708.21
2009-07-02,4891.00,4891.00,4718.49,4718.49,25845800,4718.49
2009-07-01,4820.61,4930.35,4818.91,4905.44,23411300,4905.44
2009-06-30,4897.46,4905.64,4790.17,4808.64,23093900,4808.64
2009-06-29,4768.11,4901.36,4762.61,4885.09,21406800,4885.09
2009-06-26,4818.19,4866.80,4753.93,4776.47,22572600,4776.47
2009-06-25,4838.04,4838.04,4720.24,4800.56,23083200,4800.56
2009-06-24,4728.78,4840.35,4698.19,4836.01,26187600,4836.01
2009-06-23,4680.34,4752.86,4669.80,4707.15,26326200,4707.15
2009-06-22,4837.28,4846.09,4693.34,4693.40,29320600,4693.40
2009-06-19,4844.82,4878.82,4816.12,4839.46,77798700,4839.46
2009-06-18,4810.35,4858.67,4768.94,4837.48,29091500,4837.48
2009-06-17,4883.06,4886.65,4761.20,4799.98,35484400,4799.98
2009-06-16,4899.81,4933.79,4870.20,4890.72,22942900,4890.72
2009-06-15,5051.35,5051.35,4886.40,4889.94,26581700,4889.94
2009-06-12,5098.01,5108.77,5044.33,5069.24,21757100,5069.24
2009-06-11,5039.97,5120.87,5038.03,5107.26,18470800,5107.26
2009-06-10,5047.53,5133.40,5034.81,5051.18,25758300,5051.18
2009-06-09,5018.41,5064.36,4982.12,4997.86,22523100,4997.86
2009-06-08,5060.72,5060.72,4969.96,5004.72,23045100,5004.72
2009-06-05,5092.62,5165.27,5047.83,5077.03,28218400,5077.03
2009-06-04,5059.80,5121.00,5044.17,5064.80,25630900,5064.80
2009-06-03,5150.02,5158.33,5036.54,5054.53,24432900,5054.53
2009-06-02,5116.38,5177.59,5096.00,5144.06,28685700,5144.06
2009-06-01,4992.10,5156.62,4991.21,5142.56,25664400,5142.56
2009-05-29,4964.91,5009.60,4927.67,4940.82,31082100,4940.82
2009-05-28,4958.65,4986.96,4884.92,4932.88,24783900,4932.88
2009-05-27,5002.34,5035.51,4962.76,5000.77,26856100,5000.77
2009-05-26,4891.29,4994.05,4802.80,4985.60,28322300,4985.60
2009-05-25,4936.04,4942.14,4829.90,4918.45,14518100,4918.45
2009-05-22,4904.67,4964.68,4868.56,4918.75,21895600,4918.75
2009-05-21,4997.49,4997.49,4874.97,4900.67,22499200,4900.67
2009-05-20,4954.35,5060.76,4949.85,5038.94,38091800,5038.94
2009-05-19,4874.84,5005.45,4874.84,4959.62,41785900,4959.62
2009-05-18,4702.81,4858.65,4655.53,4851.96,31398700,4851.96
2009-05-15,4757.32,4776.64,4685.18,4737.50,40828900,4737.50
2009-05-14,4727.68,4744.62,4653.25,4738.47,33112400,4738.47
2009-05-13,4864.67,4881.25,4714.18,4727.61,42857000,4727.61
2009-05-12,4836.99,4926.69,4821.53,4854.11,34664400,4854.11
2009-05-11,4907.29,4917.73,4832.37,4866.91,30918800,4866.91
2009-05-08,4851.52,4965.88,4846.85,4913.90,38264700,4913.90
2009-05-07,4898.54,4980.30,4792.17,4804.10,45458000,4804.10
2009-05-06,4848.94,4945.54,4827.88,4880.71,40863000,4880.71
2009-05-05,4897.40,4928.03,4843.60,4853.03,35811100,4853.03
2009-05-04,4790.03,4908.88,4781.97,4902.45,29193200,4902.45
2009-05-01,4769.45,4769.45,4769.45,4769.45,000,4769.45
2009-04-30,4732.90,4837.22,4710.09,4769.45,49521800,4769.45
2009-04-29,4617.01,4722.11,4611.54,4704.56,41385000,4704.56
2009-04-28,4659.81,4661.20,4547.90,4607.42,36019500,4607.42
2009-04-27,4625.41,4712.97,4571.54,4694.07,31630000,4694.07
2009-04-24,4545.25,4674.73,4542.89,4674.32,34329100,4674.32
2009-04-23,4565.44,4609.17,4524.48,4538.21,38219200,4538.21
2009-04-22,4508.78,4594.88,4456.50,4594.42,42175700,4594.42
2009-04-21,4488.63,4542.92,4390.70,4501.63,43229700,4501.63
2009-04-20,4655.84,4667.65,4470.84,4486.30,34182100,4486.30
2009-04-17,4622.28,4686.29,4590.72,4676.84,49733300,4676.84
2009-04-16,4570.34,4644.84,4531.94,4609.46,26669700,4609.46
2009-04-15,4527.66,4559.28,4488.26,4549.79,23441300,4549.79
2009-04-14,4489.02,4583.91,4461.48,4557.01,31983500,4557.01
2009-04-13,4491.12,4491.12,4491.12,4491.12,000,4491.12
2009-04-09,4397.06,4510.74,4377.98,4491.12,29713000,4491.12
2009-04-08,4286.47,4377.35,4228.89,4357.92,26723500,4357.92
2009-04-07,4359.21,4379.33,4276.29,4322.50,25774700,4322.50
2009-04-06,4421.71,4457.19,4306.48,4349.81,32710900,4349.81
2009-04-03,4353.46,4456.30,4335.09,4384.99,38642300,4384.99
2009-04-02,4173.62,4404.62,4173.09,4381.92,46661200,4381.92
2009-04-01,4074.79,4148.66,3997.46,4131.07,27688100,4131.07
2009-03-31,4007.66,4091.66,4007.22,4084.76,25567200,4084.76
2009-03-30,4175.41,4175.45,3987.39,3989.23,27506000,3989.23
2009-03-27,4251.86,4272.12,4155.54,4203.55,30316100,4203.55
2009-03-26,4226.97,4262.96,4210.98,4259.37,29275200,4259.37
2009-03-25,4175.33,4262.23,4139.59,4223.29,31499800,4223.29
2009-03-24,4201.49,4239.74,4150.97,4187.36,32189000,4187.36
2009-03-23,4109.28,4184.77,4102.34,4176.37,32366800,4176.37
2009-03-20,4006.47,4081.73,3995.09,4068.74,61462000,4068.74
2009-03-19,4013.69,4137.80,4002.33,4043.46,43701100,4043.46
2009-03-18,4024.18,4066.69,3948.59,3996.32,27428200,3996.32
2009-03-17,4040.83,4046.42,3947.28,3987.77,29223900,3987.77
2009-03-16,3990.83,4063.02,3983.40,4044.54,27140400,4044.54
2009-03-13,3988.05,4053.84,3936.81,3953.60,30957300,3953.60
2009-03-12,3890.23,3971.25,3802.20,3956.22,35358100,3956.22
2009-03-11,3866.74,3994.77,3829.13,3914.10,36902500,3914.10
2009-03-10,3716.29,3908.14,3681.33,3886.98,42239500,3886.98
2009-03-09,3677.07,3706.32,3588.89,3692.03,25895900,3692.03
2009-03-06,3699.33,3769.13,3638.00,3666.41,32612200,3666.41
2009-03-05,3864.18,3864.18,3695.49,3695.49,32906400,3695.49
2009-03-04,3724.74,3891.71,3721.91,3890.94,35075900,3890.94
2009-03-03,3724.53,3755.88,3667.86,3690.72,26884800,3690.72
2009-03-02,3817.51,3821.97,3692.78,3710.07,29419400,3710.07
2009-02-27,3907.85,3907.85,3764.69,3843.74,38706800,3843.74
2009-02-26,3882.88,3989.63,3849.76,3942.62,38089400,3942.62
2009-02-25,3937.93,3977.77,3790.79,3846.21,32879900,3846.21
2009-02-24,3922.02,3932.59,3816.88,3895.75,30558700,3895.75
2009-02-23,4057.25,4111.52,3912.71,3936.45,26355700,3936.45
2009-02-20,4164.51,4167.05,4014.66,4014.66,39731900,4014.66
2009-02-19,4212.71,4275.09,4189.16,4215.21,23491800,4215.21
2009-02-18,4229.53,4255.39,4124.11,4204.96,27027800,4204.96
2009-02-17,4329.35,4329.70,4195.22,4216.60,31331900,4216.60
2009-02-13,4458.74,4508.72,4397.60,4413.39,23627400,4413.39
2009-02-12,4518.68,4518.68,4371.47,4407.56,28075700,4407.56
2009-02-11,4491.72,4539.22,4466.06,4530.09,23591500,4530.09
2009-02-10,4636.64,4649.23,4505.54,4505.54,32192300,4505.54
2009-02-09,4627.83,4688.59,4596.74,4666.82,31025200,4666.82
2009-02-06,4524.80,4657.06,4506.45,4644.63,36720600,4644.63
2009-02-05,4443.95,4519.44,4387.78,4510.49,29629000,4510.49
2009-02-04,4388.26,4545.52,4372.01,4492.79,31946100,4492.79
2009-02-03,4302.52,4385.44,4224.53,4374.96,26628600,4374.96
2009-02-02,4309.17,4309.19,4198.15,4271.04,21657500,4271.04
2009-01-30,4420.33,4454.39,4312.17,4338.35,29924900,4338.35
2009-01-29,4495.74,4501.44,4393.98,4428.11,28782900,4428.11
2009-01-28,4347.78,4533.70,4347.78,4518.72,37840400,4518.72
2009-01-27,4322.99,4360.79,4264.97,4323.42,26957300,4323.42
2009-01-26,4165.71,4371.52,4145.12,4326.87,31058500,4326.87
2009-01-23,4204.00,4222.01,4067.43,4178.94,33132900,4178.94
2009-01-22,4313.36,4368.47,4197.02,4219.42,29325400,4219.42
2009-01-21,4208.19,4313.69,4140.26,4261.15,34070900,4261.15
2009-01-20,4297.42,4382.11,4222.76,4239.85,31994600,4239.85
2009-01-19,4409.88,4452.57,4249.91,4316.14,24902300,4316.14
2009-01-16,4395.79,4474.86,4357.82,4366.28,33325800,4366.28
2009-01-15,4434.22,4451.32,4295.76,4336.73,37955100,4336.73
2009-01-14,4661.84,4670.84,4379.88,4422.35,45683300,4422.35
2009-01-13,4704.51,4704.51,4596.49,4636.94,32945800,4636.94
2009-01-12,4765.38,4791.96,4708.50,4719.62,25639500,4719.62
2009-01-09,4891.58,4932.66,4743.97,4783.89,34093000,4783.89
2009-01-08,4897.16,4917.62,4820.08,4879.91,32437500,4879.91
2009-01-07,5008.62,5010.97,4914.22,4937.47,28792700,4937.47
2009-01-06,4992.67,5111.02,4960.21,5026.31,29909700,5026.31
2009-01-05,5010.18,5034.85,4949.36,4983.99,27847600,4983.99
2009-01-02,4856.85,4974.73,4838.49,4973.07,20751900,4973.07
2008-12-30,4754.22,4810.41,4754.22,4810.20,17827700,4810.20
2008-12-29,4660.17,4732.85,4655.91,4704.86,20457100,4704.86
2008-12-26,4629.38,4629.38,4629.38,4629.38,000,4629.38
2008-12-24,4629.38,4629.38,4629.38,4629.38,000,4629.38
2008-12-23,4633.47,4718.60,4622.97,4629.38,21536000,4629.38
